row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
1778,MarCon_1499,no,lauric,yes,NA,"Heinen, JT; Roque, A; Collado-Vides, L Managerial implications of perceptions, knowledge, attitudes, and awareness of residents regarding puerto morelos reef national park, mexico (2017) Journal Of Coastal Research",yes,2017,Puerto Morelos Reef National Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Economic,People - Economic,agreement with MPA creates job opportunities,mixed,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,12,90.7,reef_km2,NA,NA,NA,NA,NA,NA,0,-1.97694,-0.77476,0.594214359276151,0.837009194258655,0.766720982937199,0.516466407795443,0,0.994175397465016,0.08,0.11,0.309,0.7432063302478275,-0.5091926703850427,444.375,Perceptions/Survey,Mexico,Caribbean-Atlantic,Puerto Morelos,20.960481,-86.827358,2010,,NA,NA,0.095,0.7156117767674031,52,0.5
1779,MarCon_580,no,lauric,yes,NA,"Webb, EL; Maliao, RJ; Siar, SV Using local user perceptions to evaluate outcomes of protected area management in the sagay marine reserve, philippines (2004) Environmental Conservation",yes,2004,Sagay Marine Reserve,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Economic,People - Economic,income,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,320,reef_km2,NA,NA,NA,NA,NA,4,NA,-0.2013,-1.40477,0,0,0.747110936300125,0.954135834127042,0,0.790753901384717,0.43,0.24,0.419,0.6614766865968704,-0.3471868323783081,477,Perceptions/Survey,Philippines,Southeast Asia,Sagay,10.942925,123.469258,2002,,MarCon - FPA,NA,0.33499999999999996,0,52,1
1780,MarCon_580,no,lauric,yes,NA,"Webb, EL; Maliao, RJ; Siar, SV Using local user perceptions to evaluate outcomes of protected area management in the sagay marine reserve, philippines (2004) Environmental Conservation",yes,2004,Sagay Marine Reserve,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Governance,People - Governance,"Influence over management, participation, Control over resource, fair access to resource, Fisher-fisher cooperation",beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,320,reef_km2,NA,NA,NA,NA,NA,4,NA,-0.2013,-1.40477,0,0,0.747110936300125,0.954135834127042,0,0.790753901384717,0.43,0.24,0.419,0.6614766865968704,-0.3471868323783081,477,Perceptions/Survey,Philippines,Southeast Asia,Sagay,10.942925,123.469258,2002,,MarCon - FPA,NA,0.33499999999999996,0,52,1
1781,MarCon_580,no,lauric,yes,NA,"Webb, EL; Maliao, RJ; Siar, SV Using local user perceptions to evaluate outcomes of protected area management in the sagay marine reserve, philippines (2004) Environmental Conservation",yes,2004,Sagay Marine Reserve,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Social,People - Social,amount of conflict,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,320,reef_km2,NA,NA,NA,NA,NA,4,NA,-0.2013,-1.40477,0,0,0.747110936300125,0.954135834127042,0,0.790753901384717,0.43,0.24,0.419,0.6614766865968704,-0.3471868323783081,477,Perceptions/Survey,Philippines,Southeast Asia,Sagay,10.942925,123.469258,2002,,MarCon - FPA,NA,0.33499999999999996,0,52,1
1782,MarCon_580,no,lauric,yes,NA,"Webb, EL; Maliao, RJ; Siar, SV Using local user perceptions to evaluate outcomes of protected area management in the sagay marine reserve, philippines (2004) Environmental Conservation",yes,2004,Sagay Marine Reserve,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,fish abundance,harmful,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,320,reef_km2,NA,NA,NA,NA,NA,4,NA,-0.2013,-1.40477,0,0,0.747110936300125,0.954135834127042,0,0.790753901384717,0.43,0.24,0.419,0.6614766865968704,-0.3471868323783081,477,Perceptions/Survey,Philippines,Southeast Asia,Sagay,10.942925,123.469258,2002,,MarCon - FPA,NA,0.33499999999999996,0,52,1
1783,MarCon_114,no,lauric,yes,NA,"Bobiles, RU; Nakamura, Y Partially protected marine areas as a conservation tool for commercially important fishes in the philippines: do age, size, and design matter? (2019) NA",yes,2019,San Miguel Island Marine Fish Reserve,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,species richness,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,co-managed,NA,NA,NA,NA,NA,NA,20,1.25,reef_km2,NA,NA,NA,NA,NA,1,3,0.23869,-2.2914,0.922962336324849,0.942531277062259,0.859901481523103,0.992984834053777,0.998223313063228,0.959465894937358,0.43,0.24,0.419,0.6756533247729143,-0.3471868323783081,458.85714285714283,CI/Distance,Philippines,Southeast Asia,San Miguel Island,13.397488,123.794356,2018,,MarCon - FPA,NA,0.33499999999999996,0.932746806693554,52,0.5
1784,MarCon_114,no,lauric,yes,NA,"Bobiles, RU; Nakamura, Y Partially protected marine areas as a conservation tool for commercially important fishes in the philippines: do age, size, and design matter? (2019) NA",yes,2019,San Miguel Island Marine Fish Reserve,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,abundance,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,co-managed,NA,NA,NA,NA,NA,NA,20,1.25,reef_km2,NA,NA,NA,NA,NA,1,3,0.23869,-2.2914,0.922962336324849,0.942531277062259,0.859901481523103,0.992984834053777,0.998223313063228,0.959465894937358,0.43,0.24,0.419,0.6756533247729143,-0.3471868323783081,458.85714285714283,CI/Distance,Philippines,Southeast Asia,San Miguel Island,13.397488,123.794356,2018,,MarCon - FPA,NA,0.33499999999999996,0.932746806693554,52,1
1785,MarCon_97,no,lauric,yes,NA,"Bobiles, RU; Soliman, VS; Nakamura, Y Partially protected marine area renders non-fishery benefits amidst high fishing pressure: a case study from eastern philippines (2016) Regional Studies In Marine Science",yes,2016,San Miguel Island Marine Fish Reserve,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,species richness (target species),neutral,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,11,1.25,reef_km2,NA,NA,NA,NA,NA,NA,0,0.23869,-2.2914,0.922962336324849,0.942531277062259,0.859901481523103,0.992984834053777,0.998223313063228,0.959465894937358,0.43,0.24,0.419,0.6756533247729143,-0.3471868323783081,469.5,CI/Distance,Philippines,Southeast Asia,San Miguel Island,13.397488,123.794356,2009,,MarCon - FPA,NA,0.33499999999999996,0.932746806693554,52,0.5
1786,MarCon_97,no,lauric,yes,NA,"Bobiles, RU; Soliman, VS; Nakamura, Y Partially protected marine area renders non-fishery benefits amidst high fishing pressure: a case study from eastern philippines (2016) Regional Studies In Marine Science",yes,2016,San Miguel Island Marine Fish Reserve,MarCon,PPA,MarCon - PPA,NA,fish,NCP,Fishery,NCP - Fishery,abundance (target species),mixed,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,11,1.25,reef_km2,NA,NA,NA,NA,NA,NA,0,0.23869,-2.2914,0.922962336324849,0.942531277062259,0.859901481523103,0.992984834053777,0.998223313063228,0.959465894937358,0.43,0.24,0.419,0.6756533247729143,-0.3471868323783081,469.5,CI/Distance,Philippines,Southeast Asia,San Miguel Island,13.397488,123.794356,2009,,MarCon - FPA,NA,0.33499999999999996,0.932746806693554,52,1
1787,TransplRestock_930,no,lauric,external sources,NA,"Mercado-Molina, AE; Ruiz-Diaz, CP; Sabat, AM Survival, growth, and branch production of unattached fragments of the threatened hermatypic coral acropora cervicornis (2014) Journal Of Experimental Marine Biology And Ecology",yes,2014,Coral Transplantation - Palominos and Canal Luis Peña,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",neutral,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,1.3999999999998636,1e-4,reef_km2,NA,NA,NA,NA,NA,8,2,-0.75826,-0.93643,0.844177578343387,0,0.961697664400367,0.556799032896183,0.998223313063228,0.973899186753608,NA,NA,0.179,0.921,0.43189967175324784,NA,BACI/BA,Puerto Rico,Caribbean-Atlantic,Palominos and Canal Luis Peña,18.346662,-65.568752,2013.6,,NA,NA,NA,0.4220887891716935,67,1
1788,TransplRestock_931,no,lauric,external sources,NA,"Garrison, V; Ward, G Storm-generated coral fragments – a viable source of transplants for reef rehabilitation (2008) Biological Conservation",yes,2008,Coral Transplantation of Storm-generated Fragments,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",neutral,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,5.199999999999818,1.2e-5,reef_km2,NA,NA,NA,NA,NA,0,1,-2.12711,-0.93001,0.629891864057673,0,0.788709707628627,0.810791999413876,0.998223313063228,0.995201113634699,NA,NA,NA,0.921,0.6945998191833496,NA,BACI/BA,Virgin Islands (U.S.),Caribbean-Atlantic,St. John,18.354384,-64.770808,2004.6,,NA,NA,NA,0.3149459320288365,67,0.5
1789,TransplRestock_932,no,lauric,external sources,NA,"Griffin, SP; Nemeth, MI; Moore, TD; Gintert, B Restoration using acropora cervicornis at the t/v margara grounding site (2015) Coral Reefs",yes,2015,Acropora Restoration following T/V MARGARA Grounding,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,cover,beneficial,,NA,NA,NA,NA,NA,NA,private,NA,NA,NA,NA,NA,NA,8,7e-5,reef_km2,NA,NA,NA,NA,NA,4,2,0.41608,-0.78734,0.946814771222598,0,0.95907549961604,0.91404132170855,0.998223313063228,0.889094439153052,NA,NA,0.179,0.921,0.43189967175324784,NA,BACI/BA,Puerto Rico,Caribbean-Atlantic,Tallaboa,17.983644,-66.745667,2014,,NA,NA,NA,0.473407385611299,67,1
1790,TransplRestock_933,no,lauric,external sources,NA,"Tortolero-Langarica, JJA; Cupul-Magana, AL; Rodriguez-Troncoso, AP Restoration of a degraded coral reef using a natural remediation process: a case study from a central mexican pacific national park (2014) Ocean & Coastal Management",yes,2014,Re-attachement of Corals - Islas Marietas National Park,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",beneficial,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,1,3.78e-5,reef_km2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.309,0.7435412300484521,-0.5091926703850427,487,BACI/BA,Mexico,NA,Islas Marietas National Park,20.700362,-105.575137,2013,,NA,NA,0.095,NA,67,1
1791,TransplRestock_935,no,lauric,external sources,NA,"Forrester, GE; Ferguson, MA; O'Connell-Rodwell, CE; Jarecki, LL Long‐term survival and colony growth of acropora palmata fragments transplanted by volunteers for restoration. (2014) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2014,Opportunistic Transplatation of Coral Fragments - White Bay,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",beneficial,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,6.099999999999909,1.664e-4,reef_km2,NA,NA,NA,NA,NA,2,3,-2.03406,-0.97524,0.72910843018979,0,0.778970238429698,0.897648179353799,0.998223313063228,0.966151366400469,NA,0.04,NA,NA,NA,NA,BACI/BA,British Virgin Islands,Caribbean-Atlantic,"Muskmelon Bay, Guana Island",18.482837,-64.580864,2011.6,,NA,NA,0.04,0.364554215094895,67,0.5
1791,TransplRestock_935,no,lauric,external sources,NA,"Forrester, GE; Ferguson, MA; O'Connell-Rodwell, CE; Jarecki, LL Long‐term survival and colony growth of acropora palmata fragments transplanted by volunteers for restoration. (2014) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2014,Opportunistic Transplatation of Coral Fragments - White Bay,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",beneficial,,NA,NA,NA,NA,NA,NA,scientific/method experiement,NA,NA,NA,NA,NA,NA,6.099999999999909,1.664e-4,reef_km2,NA,NA,NA,NA,NA,2,3,-2.03406,-0.97524,0.72910843018979,0,0.778970238429698,0.897648179353799,0.998223313063228,0.966151366400469,NA,0.04,NA,NA,NA,NA,BACI/BA,British Virgin Islands,Caribbean-Atlantic,"Muskmelon Bay, Guana Island",18.482837,-64.580864,2011.6,,NA,NA,0.04,0.364554215094895,67,0.5
1792,MarCon_488,no,lauric,yes,NA,"Russ, GR; Alcala, AC Enhanced biodiversity beyond marine reserve boundaries: the cup spillith over (2011) Ecological Applications",yes,2011,Sumilon Island Marine Reserve,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,species richness of large predatory reef fish,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,high compliance,NA,NA,NA,NA,artisanal,14,0.398,reef_km2,NA,NA,NA,NA,NA,12,1,0.83353,-0.61687,0.960258202148007,0.93965691964697,0.662265175778689,0.947322148142721,0,0.98897355117591,0.43,0.24,0.419,0.6790494961397988,-0.3471868323783081,469.5,CI/Distance,Philippines,Southeast Asia,Sumilon Island,9.431423,123.387409,2010,,NA,NA,0.33499999999999996,0.9499575608974884,52,0.5
1793,TransplRestock_938,no,lauric,external sources,NA,"Kotb, MMA Coral translocation and farming as mitigation and conservation measures for coastal development in the red sea: aqaba case study, jordan (2016) Environmental Earth Sciences",yes,2016,Aqaba Marine Park Transplantation,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"growth, survival",beneficial,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0014,reef_km2,NA,NA,NA,NA,NA,0,3,0.16939,0.76178,0,0,0.693525125957558,0.812312257308228,0.998223313063228,0.982929152318851,0.06,NA,0.471,0.7251589921804574,-0.07225566916167721,314,BACI/BA,Jordan,Middle East and North Africa,Aqba,29.377792,34.960288,2014.5,,NA,NA,0.06,0,67,1
1794,MarCon_1400,no,lauric,yes,NA,"Masud, MM; Kari, FB; Yahaya, SRB; Al-Amin, AQ Impact of residents' livelihoods on attitudes towards environmental conservation behaviour: an empirical investigation of tioman island marine park area, malaysia (2014) Ocean & Coastal Management",yes,2014,Tioman Island Marine Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Health,People - Health,change in social ills,harmful,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,1,-0.28195,0.66585,0,0,0.7997227997228,0.739834420104037,0,0.991189830756832,0.43,0.13,0.228,0.7264702419439951,0.4044262195626893,463.6666666666667,Perceptions/Survey,Malaysia,Southeast Asia,Tioman Island,2.834238,104.159323,2012,,Development - Livelihood Diversification,NA,0.28,0,52,0.3333333333333333
1795,MarCon_1400,no,lauric,yes,NA,"Masud, MM; Kari, FB; Yahaya, SRB; Al-Amin, AQ Impact of residents' livelihoods on attitudes towards environmental conservation behaviour: an empirical investigation of tioman island marine park area, malaysia (2014) Ocean & Coastal Management",yes,2014,Tioman Island Marine Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Health,People - Health,change in health and life satisfaction,beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,1,-0.28195,0.66585,0,0,0.7997227997228,0.739834420104037,0,0.991189830756832,0.43,0.13,0.228,0.7264702419439951,0.4044262195626893,463.6666666666667,Perceptions/Survey,Malaysia,Southeast Asia,Tioman Island,2.834238,104.159323,2012,,Development - Livelihood Diversification,NA,0.28,0,52,0.3333333333333333
1796,MarCon_1400,no,lauric,yes,NA,"Masud, MM; Kari, FB; Yahaya, SRB; Al-Amin, AQ Impact of residents' livelihoods on attitudes towards environmental conservation behaviour: an empirical investigation of tioman island marine park area, malaysia (2014) Ocean & Coastal Management",yes,2014,Tioman Island Marine Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Health,People - Health,change in livelihood and comodity prices,mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,1,-0.28195,0.66585,0,0,0.7997227997228,0.739834420104037,0,0.991189830756832,0.43,0.13,0.228,0.7264702419439951,0.4044262195626893,463.6666666666667,Perceptions/Survey,Malaysia,Southeast Asia,Tioman Island,2.834238,104.159323,2012,,Development - Livelihood Diversification,NA,0.28,0,52,0.3333333333333333
1797,MarCon_114,no,lauric,yes,NA,"Bobiles, RU; Nakamura, Y Partially protected marine areas as a conservation tool for commercially important fishes in the philippines: do age, size, and design matter? (2019) NA",yes,2019,Tiwi Marine Protected Area,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,species richness,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,NA,NA,NA,NA,NA,NA,NA,12,15.74,reef_km2,NA,NA,NA,NA,NA,1,4,0.23869,-2.31467,0.898999558628807,0.958469220422678,0.865202000337135,0.94523408308301,0,0.852608249688622,0.43,0.24,0.419,0.6719697445046668,-0.3471868323783081,453.8,CI/Distance,Philippines,Southeast Asia,Tiwi,13.454776,123.710803,2018,,MarCon - FPA,NA,0.33499999999999996,0.9287343895257425,52,1
1798,MarCon_114,no,lauric,yes,NA,"Bobiles, RU; Nakamura, Y Partially protected marine areas as a conservation tool for commercially important fishes in the philippines: do age, size, and design matter? (2019) NA",yes,2019,Tiwi Marine Protected Area,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,abundance,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,NA,NA,NA,NA,NA,NA,NA,12,15.74,reef_km2,NA,NA,NA,NA,NA,1,4,0.23869,-2.31467,0.898999558628807,0.958469220422678,0.865202000337135,0.94523408308301,0,0.852608249688622,0.43,0.24,0.419,0.6719697445046668,-0.3471868323783081,453.8,CI/Distance,Philippines,Southeast Asia,Tiwi,13.454776,123.710803,2018,,MarCon - FPA,NA,0.33499999999999996,0.9287343895257425,52,1
1799,MarCon_9884,no,lauric,yes,NA,"Tran, HTM; Chou, LM; Nguyen, HT Increasing public participation through awareness raising activities: a case study in trao reef marine reserve, vietnam (2013) Environment And Natural Resources Research",yes,2013,Trao Reef Marine Protected Area,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Cultural,People - Cultural,environmental awareness,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,11,0.89,reef_km2,NA,NA,NA,NA,NA,2,1,-0.39266,-1.45383,0.940782698249228,0.989350137268992,0.944747242044539,0.934573961462378,0,0.666660561213276,0.3,0.28,0.296,0.6736002531316545,-0.32852342848976485,311.3333333333333,Perceptions/Survey,Vietnam,Southeast Asia,Van Phong Bay,12.630485,109.203733,2012,,MarCon - FPA,NA,0.29000000000000004,0.96506641775911,52,1
1800,MarCon_178,no,lauric,yes,NA,"Elliott, G; Wiltshire, B; Manan, IA; Wismer, S Community participation in marine protected area management: wakatobi national park, sulawesi, indonesia (2001) Coastal Management",yes,2001,Wakatobi Marine National Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Economic,People - Economic,livelihood in general,neutral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13900,reef_km2,NA,NA,NA,NA,NA,NA,NA,0.62728,0.76178,0.804067971163749,0.963554622003575,0.496076117697739,0.915964539526705,0,0.97252545974064,0.48,0.22,0.444,0.6795462320248286,-0.054462070266405656,339,Perceptions/Survey,Indonesia,Southeast Asia,Mola Village,-5.340167,123.537374,1998,,NA,NA,0.35,0.883811296583662,52,1
1801,MarCon_2221,no,lauric,yes,NA,"Lynch, M; Turner, S Rocking the boat: intersectional resistance to marine conservation policies in wakatobi national park, indonesia (2022) Gender Place And Culture",yes,2022,Wakatobi Marine National Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Cultural,People - Cultural,"loss of traditional fishing ground/practices (coral collection, fioshing close to shore)",harmful,,NA,NA,NA,NA,NA,formally gazetted/covenanted,co-managed,poor or no compliance,NA,NA,poorly represented,"medium Transparency, accountability, neutrality, correctability, ethicality, and trustworthiness",NA,12,13900,reef_km2,NA,NA,NA,NA,NA,3,3,0.53012,0.76178,0.670700308959835,0.892819634072191,0.443445524526606,0.849421203018536,0,0.992417026888417,0.48,0.22,0.444,0.6801101366678873,-0.054462070266405656,362.3076923076923,Qualitative,Indonesia,Southeast Asia,Sama Bahari,-5.489775,123.747437,2020,,Development - Livelihood Diversification,NA,0.35,0.7817599715160131,52,0.5
